image_path,id,camera,downsample,sub_id
images/00001067_01_0002.jpg,18,1,1,2
images/00001067_01_0003.jpg,18,1,1,3
images/00001403_00_0000.jpg,19,0,1,0
images/00001403_00_0001.jpg,19,0,1,1
images/00001403_00_0002.jpg,19,0,1,2
images/00001403_00_0003.jpg,19,0,1,3
images/00001403_01_0000.jpg,19,1,1,0
images/00001403_01_0001.jpg,19,1,1,1
images/00001403_01_0002.jpg,19,1,1,2
images/00001403_01_0003.jpg,19,1,1,3
images/00000873_00_0000.jpg,20,0,1,0
images/00000873_00_0001.jpg,20,0,1,1
images/00000873_00_0002.jpg,20,0,1,2
images/00000873_00_0003.jpg,20,0,1,3
images/00000873_01_0000.jpg,20,1,1,0
images/00000873_01_0001.jpg,20,1,1,1
images/00000873_01_0002.jpg,20,1,1,2
images/00000873_01_0003.jpg,20,1,1,3
images/00001339_00_0000.jpg,21,0,1,0
images/00001339_00_0001.jpg,21,0,1,1
images/00001339_00_0002.jpg,21,0,1,2
images/00001339_00_0003.jpg,21,0,1,3
images/00001339_01_0000.jpg,21,1,1,0
images/00001339_01_0001.jpg,21,1,1,1
images/00001339_01_0002.jpg,21,1,1,2
images/00001339_01_0003.jpg,21,1,1,3
images/00000750_00_0000.jpg,22,0,1,0
images/00000750_00_0001.jpg,22,0,1,1
images/00000750_00_0002.jpg,22,0,1,2
images/00000750_00_0003.jpg,22,0,1,3
images/00000750_01_0000.jpg,22,1,1,0
images/00000750_01_0001.jpg,22,1,1,1
images/00000750_01_0002.jpg,22,1,1,2
images/00000750_01_0003.jpg,22,1,1,3
images/00000331_00_0000.jpg,23,0,1,0
images/00000331_00_0001.jpg,23,0,1,1
images/00000331_00_0002.jpg,23,0,1,2
images/00000331_00_0003.jpg,23,0,1,3
images/00000331_01_0000.jpg,23,1,1,0
images/00000331_01_0001.jpg,23,1,1,1
images/00000331_01_0002.jpg,23,1,1,2
images/00000331_01_0003.jpg,23,1,1,3
images/00001461_00_0000.jpg,24,0,1,0
images/00001461_00_0001.jpg,24,0,1,1
images/00001461_00_0002.jpg,24,0,1,2
images/00001461_00_0003.jpg,24,0,1,3
images/00001461_01_0000.jpg,24,1,1,0
images/00001461_01_0001.jpg,24,1,1,1
images/00001461_01_0002.jpg,24,1,1,2
images/00001461_01_0003.jpg,24,1,1,3
images/00001387_00_0000.jpg,25,0,1,0
images/00001387_00_0001.jpg,25,0,1,1
images/00001387_00_0002.jpg,25,0,1,2
images/00001387_00_0003.jpg,25,0,1,3
images/00001387_01_0000.jpg,25,1,1,0
images/00001387_01_0001.jpg,25,1,1,1
images/00001387_01_0002.jpg,25,1,1,2
images/00001387_01_0003.jpg,25,1,1,3
images/00000237_00_0000.jpg,26,0,1,0
images/00000237_00_0001.jpg,26,0,1,1
images/00000237_00_0002.jpg,26,0,1,2
images/00000237_00_0003.jpg,26,0,1,3
images/00000237_01_0000.jpg,26,1,1,0
images/00000237_01_0001.jpg,26,1,1,1
images/00000237_01_0002.jpg,26,1,1,2
images/00000237_01_0003.jpg,26,1,1,3
images/00000938_00_0000.jpg,27,0,1,0
images/00000938_00_0001.jpg,27,0,1,1
images/00000938_00_0002.jpg,27,0,1,2
images/00000938_00_0003.jpg,27,0,1,3
images/00000938_01_0000.jpg,27,1,1,0
images/00000938_01_0001.jpg,27,1,1,1
images/00000938_01_0002.jpg,27,1,1,2
images/00000938_01_0003.jpg,27,1,1,3
images/00000199_00_0000.jpg,28,0,1,0
images/00000199_00_0001.jpg,28,0,1,1
images/00000199_00_0002.jpg,28,0,1,2
images/00000199_00_0003.jpg,28,0,1,3
images/00000199_01_0000.jpg,28,1,1,0
images/00000199_01_0001.jpg,28,1,1,1
images/00000199_01_0002.jpg,28,1,1,2
images/00000199_01_0003.jpg,28,1,1,3
images/00001248_00_0000.jpg,29,0,1,0
images/00001248_00_0001.jpg,29,0,1,1
images/00001248_00_0002.jpg,29,0,1,2
images/00001248_00_0003.jpg,29,0,1,3
images/00001248_01_0000.jpg,29,1,1,0
images/00001248_01_0001.jpg,29,1,1,1
images/00001248_01_0002.jpg,29,1,1,2
images/00001248_01_0003.jpg,29,1,1,3
images/00000980_00_0000.jpg,30,0,1,0
images/00000980_00_0001.jpg,30,0,1,1
images/00000980_00_0002.jpg,30,0,1,2
images/00000980_00_0003.jpg,30,0,1,3
images/00000980_01_0000.jpg,30,1,1,0
images/00000980_01_0001.jpg,30,1,1,1
images/00000980_01_0002.jpg,30,1,1,2
images/00000980_01_0003.jpg,30,1,1,3
images/00000917_00_0000.jpg,31,0,1,0
images/00000917_00_0001.jpg,31,0,1,1
images/00000917_00_0002.jpg,31,0,1,2
images/00000917_00_0003.jpg,31,0,1,3
images/00000917_01_0000.jpg,31,1,1,0
images/00000917_01_0001.jpg,31,1,1,1
images/00000917_01_0002.jpg,31,1,1,2
images/00000917_01_0003.jpg,31,1,1,3
images/00000660_00_0000.jpg,32,0,1,0
images/00000660_00_0001.jpg,32,0,1,1
images/00000660_00_0002.jpg,32,0,1,2
images/00000660_00_0003.jpg,32,0,1,3
images/00000660_01_0000.jpg,32,1,1,0
images/00000660_01_0001.jpg,32,1,1,1
images/00000660_01_0002.jpg,32,1,1,2
images/00000660_01_0003.jpg,32,1,1,3
images/00001426_00_0000.jpg,33,0,1,0
images/00001426_00_0001.jpg,33,0,1,1
images/00001426_00_0002.jpg,33,0,1,2
images/00001426_00_0003.jpg,33,0,1,3
images/00001426_01_0000.jpg,33,1,1,0
images/00001426_01_0001.jpg,33,1,1,1
images/00001426_01_0002.jpg,33,1,1,2
images/00001426_01_0003.jpg,33,1,1,3
images/00000056_00_0000.jpg,34,0,1,0
images/00000056_00_0001.jpg,34,0,1,1
images/00000056_00_0002.jpg,34,0,1,2
images/00000056_00_0003.jpg,34,0,1,3
images/00000056_01_0000.jpg,34,1,1,0
images/00000056_01_0001.jpg,34,1,1,1
images/00000056_01_0002.jpg,34,1,1,2
images/00000056_01_0003.jpg,34,1,1,3
images/00000414_00_0000.jpg,35,0,1,0
images/00000414_00_0001.jpg,35,0,1,1
images/00000414_00_0002.jpg,35,0,1,2
images/00000414_00_0003.jpg,35,0,1,3
images/00000414_01_0000.jpg,35,1,1,0
images/00000414_01_0001.jpg,35,1,1,1
images/00000414_01_0002.jpg,35,1,1,2
images/00000414_01_0003.jpg,35,1,1,3
images/00000607_00_0000.jpg,36,0,1,0
images/00000607_00_0001.jpg,36,0,1,1
images/00000607_00_0002.jpg,36,0,1,2
images/00000607_00_0003.jpg,36,0,1,3
images/00000607_01_0000.jpg,36,1,1,0
images/00000607_01_0001.jpg,36,1,1,1
images/00000607_01_0002.jpg,36,1,1,2
images/00000607_01_0003.jpg,36,1,1,3
images/00000136_00_0000.jpg,37,0,1,0
images/00000136_00_0001.jpg,37,0,1,1
images/00000136_00_0002.jpg,37,0,1,2
images/00000136_00_0003.jpg,37,0,1,3
images/00000136_01_0000.jpg,37,1,1,0
images/00000136_01_0001.jpg,37,1,1,1
images/00000136_01_0002.jpg,37,1,1,2
images/00000136_01_0003.jpg,37,1,1,3
images/00000730_00_0000.jpg,38,0,1,0
images/00000730_00_0001.jpg,38,0,1,1
images/00000730_00_0002.jpg,38,0,1,2
images/00000730_00_0003.jpg,38,0,1,3
images/00000730_01_0000.jpg,38,1,1,0
images/00000730_01_0001.jpg,38,1,1,1
images/00000730_01_0002.jpg,38,1,1,2
images/00000730_01_0003.jpg,38,1,1,3
images/00000501_00_0000.jpg,39,0,1,0
images/00000501_00_0001.jpg,39,0,1,1
images/00000501_00_0002.jpg,39,0,1,2
images/00000501_00_0003.jpg,39,0,1,3
images/00000501_01_0000.jpg,39,1,1,0
images/00000501_01_0001.jpg,39,1,1,1
images/00000501_01_0002.jpg,39,1,1,2
images/00000501_01_0003.jpg,39,1,1,3
images/00001105_00_0000.jpg,40,0,1,0
images/00001105_00_0001.jpg,40,0,1,1
images/00001105_00_0002.jpg,40,0,1,2
images/00001105_00_0003.jpg,40,0,1,3
images/00001105_01_0000.jpg,40,1,1,0
images/00001105_01_0001.jpg,40,1,1,1
images/00001105_01_0002.jpg,40,1,1,2
images/00001105_01_0003.jpg,40,1,1,3
images/00000151_00_0000.jpg,41,0,1,0
images/00000151_00_0001.jpg,41,0,1,1
images/00000151_00_0002.jpg,41,0,1,2
images/00000151_00_0003.jpg,41,0,1,3
images/00000151_01_0000.jpg,41,1,1,0
images/00000151_01_0001.jpg,41,1,1,1
images/00000151_01_0002.jpg,41,1,1,2
images/00000151_01_0003.jpg,41,1,1,3
images/00001418_00_0000.jpg,42,0,1,0
images/00001418_00_0001.jpg,42,0,1,1
images/00001418_00_0002.jpg,42,0,1,2
images/00001418_00_0003.jpg,42,0,1,3
images/00001418_01_0000.jpg,42,1,1,0
images/00001418_01_0001.jpg,42,1,1,1
images/00001418_01_0002.jpg,42,1,1,2
images/00001418_01_0003.jpg,42,1,1,3
images/00001342_00_0000.jpg,43,0,1,0
images/00001342_00_0001.jpg,43,0,1,1
images/00001342_00_0002.jpg,43,0,1,2
images/00001342_00_0003.jpg,43,0,1,3
images/00001342_01_0000.jpg,43,1,1,0
images/00001342_01_0001.jpg,43,1,1,1
images/00001342_01_0002.jpg,43,1,1,2
images/00001342_01_0003.jpg,43,1,1,3
images/00000702_00_0000.jpg,44,0,1,0
images/00000702_00_0001.jpg,44,0,1,1
images/00000702_00_0002.jpg,44,0,1,2
images/00000702_00_0003.jpg,44,0,1,3
images/00000702_01_0000.jpg,44,1,1,0
images/00000702_01_0001.jpg,44,1,1,1
images/00000702_01_0002.jpg,44,1,1,2
images/00000702_01_0003.jpg,44,1,1,3
images/00000867_00_0000.jpg,45,0,1,0
images/00000867_00_0001.jpg,45,0,1,1
images/00000867_00_0002.jpg,45,0,1,2
images/00000867_00_0003.jpg,45,0,1,3
images/00000867_01_0000.jpg,45,1,1,0
images/00000867_01_0001.jpg,45,1,1,1
images/00000867_01_0002.jpg,45,1,1,2
images/00000867_01_0003.jpg,45,1,1,3
images/00000687_00_0000.jpg,46,0,1,0
images/00000687_00_0001.jpg,46,0,1,1
images/00000687_00_0002.jpg,46,0,1,2
images/00000687_00_0003.jpg,46,0,1,3
images/00000687_01_0000.jpg,46,1,1,0
images/00000687_01_0001.jpg,46,1,1,1
images/00000687_01_0002.jpg,46,1,1,2
images/00000687_01_0003.jpg,46,1,1,3
images/00000930_00_0000.jpg,47,0,1,0
images/00000930_00_0001.jpg,47,0,1,1
images/00000930_00_0002.jpg,47,0,1,2
images/00000930_00_0003.jpg,47,0,1,3
images/00000930_01_0000.jpg,47,1,1,0
images/00000930_01_0001.jpg,47,1,1,1
images/00000930_01_0002.jpg,47,1,1,2
images/00000930_01_0003.jpg,47,1,1,3
images/00000841_00_0000.jpg,48,0,1,0
images/00000841_00_0001.jpg,48,0,1,1
images/00000841_00_0002.jpg,48,0,1,2
images/00000841_00_0003.jpg,48,0,1,3
images/00000841_01_0000.jpg,48,1,1,0
images/00000841_01_0001.jpg,48,1,1,1
images/00000841_01_0002.jpg,48,1,1,2
images/00000841_01_0003.jpg,48,1,1,3
images/00000945_00_0000.jpg,49,0,1,0
images/00000945_00_0001.jpg,49,0,1,1
images/00000945_00_0002.jpg,49,0,1,2
images/00000945_00_0003.jpg,49,0,1,3
images/00000945_01_0000.jpg,49,1,1,0
images/00000945_01_0001.jpg,49,1,1,1
images/00000945_01_0002.jpg,49,1,1,2
images/00000945_01_0003.jpg,49,1,1,3
images/00001048_00_0000.jpg,50,0,1,0
images/00001048_00_0001.jpg,50,0,1,1
images/00001048_00_0002.jpg,50,0,1,2
images/00001048_00_0003.jpg,50,0,1,3
images/00001048_01_0000.jpg,50,1,1,0
images/00001048_01_0001.jpg,50,1,1,1
images/00001048_01_0002.jpg,50,1,1,2
images/00001048_01_0003.jpg,50,1,1,3
images/00000270_00_0000.jpg,51,0,1,0
images/00000270_00_0001.jpg,51,0,1,1
images/00000270_00_0002.jpg,51,0,1,2
images/00000270_00_0003.jpg,51,0,1,3
images/00000270_01_0000.jpg,51,1,1,0
images/00000270_01_0001.jpg,51,1,1,1
images/00000270_01_0002.jpg,51,1,1,2
images/00000270_01_0003.jpg,51,1,1,3
images/00000079_00_0000.jpg,52,0,1,0
images/00000079_00_0001.jpg,52,0,1,1
images/00000079_00_0002.jpg,52,0,1,2
images/00000079_00_0003.jpg,52,0,1,3
images/00000079_01_0000.jpg,52,1,1,0
images/00000079_01_0001.jpg,52,1,1,1
images/00000079_01_0002.jpg,52,1,1,2
images/00000079_01_0003.jpg,52,1,1,3
images/00000137_00_0000.jpg,53,0,1,0
images/00000137_00_0001.jpg,53,0,1,1
images/00000137_00_0002.jpg,53,0,1,2
images/00000137_00_0003.jpg,53,0,1,3
images/00000137_01_0000.jpg,53,1,1,0
images/00000137_01_0001.jpg,53,1,1,1
images/00000137_01_0002.jpg,53,1,1,2
images/00000137_01_0003.jpg,53,1,1,3
images/00000134_00_0000.jpg,54,0,1,0
images/00000134_00_0001.jpg,54,0,1,1
images/00000134_00_0002.jpg,54,0,1,2
images/00000134_00_0003.jpg,54,0,1,3
images/00000134_01_0000.jpg,54,1,1,0
images/00000134_01_0001.jpg,54,1,1,1
images/00000134_01_0002.jpg,54,1,1,2
images/00000134_01_0003.jpg,54,1,1,3
images/00000746_00_0000.jpg,55,0,1,0
images/00000746_00_0001.jpg,55,0,1,1
images/00000746_00_0002.jpg,55,0,1,2
images/00000746_00_0003.jpg,55,0,1,3
images/00000746_01_0000.jpg,55,1,1,0
images/00000746_01_0001.jpg,55,1,1,1
images/00000746_01_0002.jpg,55,1,1,2
images/00000746_01_0003.jpg,55,1,1,3
images/00001150_00_0000.jpg,56,0,1,0
images/00001150_00_0001.jpg,56,0,1,1
images/00001150_00_0002.jpg,56,0,1,2
images/00001150_00_0003.jpg,56,0,1,3
images/00001150_01_0000.jpg,56,1,1,0
images/00001150_01_0001.jpg,56,1,1,1
images/00001150_01_0002.jpg,56,1,1,2
images/00001150_01_0003.jpg,56,1,1,3
images/00000524_00_0000.jpg,57,0,1,0
images/00000524_00_0001.jpg,57,0,1,1
images/00000524_00_0002.jpg,57,0,1,2
images/00000524_00_0003.jpg,57,0,1,3
images/00000524_01_0000.jpg,57,1,1,0
images/00000524_01_0001.jpg,57,1,1,1
images/00000524_01_0002.jpg,57,1,1,2
images/00000524_01_0003.jpg,57,1,1,3
images/00001225_00_0000.jpg,58,0,1,0
images/00001225_00_0001.jpg,58,0,1,1
images/00001225_00_0002.jpg,58,0,1,2
images/00001225_00_0003.jpg,58,0,1,3
images/00001225_01_0000.jpg,58,1,1,0
images/00001225_01_0001.jpg,58,1,1,1
images/00001225_01_0002.jpg,58,1,1,2
images/00001225_01_0003.jpg,58,1,1,3
images/00000470_00_0000.jpg,59,0,1,0
images/00000470_00_0001.jpg,59,0,1,1
images/00000470_00_0002.jpg,59,0,1,2
images/00000470_00_0003.jpg,59,0,1,3
images/00000470_01_0000.jpg,59,1,1,0
images/00000470_01_0001.jpg,59,1,1,1
images/00000470_01_0002.jpg,59,1,1,2
images/00000470_01_0003.jpg,59,1,1,3
images/00000147_00_0000.jpg,60,0,1,0
images/00000147_00_0001.jpg,60,0,1,1
images/00000147_00_0002.jpg,60,0,1,2
images/00000147_00_0003.jpg,60,0,1,3
images/00000147_01_0000.jpg,60,1,1,0
images/00000147_01_0001.jpg,60,1,1,1
images/00000147_01_0002.jpg,60,1,1,2
images/00000147_01_0003.jpg,60,1,1,3
images/00000015_00_0000.jpg,61,0,1,0
images/00000015_00_0001.jpg,61,0,1,1
images/00000015_00_0002.jpg,61,0,1,2
images/00000015_00_0003.jpg,61,0,1,3
images/00000015_01_0000.jpg,61,1,1,0
images/00000015_01_0001.jpg,61,1,1,1
images/00000318_00_0000.jpg,62,0,1,0
images/00000318_00_0001.jpg,62,0,1,1
images/00000318_00_0002.jpg,62,0,1,2
images/00000318_00_0003.jpg,62,0,1,3
images/00000318_01_0000.jpg,62,1,1,0
images/00000318_01_0001.jpg,62,1,1,1
images/00000318_01_0002.jpg,62,1,1,2
images/00000318_01_0003.jpg,62,1,1,3
images/00000947_00_0000.jpg,63,0,1,0
images/00000947_00_0001.jpg,63,0,1,1
images/00000947_00_0002.jpg,63,0,1,2
images/00000947_00_0003.jpg,63,0,1,3
images/00000947_01_0000.jpg,63,1,1,0
images/00000947_01_0001.jpg,63,1,1,1
images/00000947_01_0002.jpg,63,1,1,2
images/00000947_01_0003.jpg,63,1,1,3
images/00000188_00_0000.jpg,64,0,1,0
images/00000188_00_0001.jpg,64,0,1,1
images/00000188_00_0002.jpg,64,0,1,2
images/00000188_00_0003.jpg,64,0,1,3
images/00000188_01_0000.jpg,64,1,1,0
images/00000188_01_0001.jpg,64,1,1,1
images/00000188_01_0002.jpg,64,1,1,2
images/00000188_01_0003.jpg,64,1,1,3
images/00000535_00_0000.jpg,65,0,1,0
images/00000535_00_0001.jpg,65,0,1,1
images/00000535_00_0002.jpg,65,0,1,2
images/00000535_00_0003.jpg,65,0,1,3
images/00000535_01_0000.jpg,65,1,1,0
images/00000535_01_0001.jpg,65,1,1,1
images/00000535_01_0002.jpg,65,1,1,2
images/00000535_01_0003.jpg,65,1,1,3
images/00000189_00_0000.jpg,66,0,1,0
images/00000189_00_0001.jpg,66,0,1,1
images/00000189_00_0002.jpg,66,0,1,2
images/00000189_00_0003.jpg,66,0,1,3
images/00000189_01_0000.jpg,66,1,1,0
images/00000189_01_0001.jpg,66,1,1,1
images/00000189_01_0002.jpg,66,1,1,2
images/00000189_01_0003.jpg,66,1,1,3
images/00000158_00_0000.jpg,67,0,1,0
images/00000158_00_0001.jpg,67,0,1,1
images/00000158_00_0002.jpg,67,0,1,2
images/00000158_00_0003.jpg,67,0,1,3
images/00000158_01_0000.jpg,67,1,1,0
images/00000158_01_0001.jpg,67,1,1,1
images/00000158_01_0002.jpg,67,1,1,2
images/00000158_01_0003.jpg,67,1,1,3
images/00000700_00_0000.jpg,68,0,1,0
images/00000700_00_0001.jpg,68,0,1,1
images/00000700_00_0002.jpg,68,0,1,2
images/00000700_00_0003.jpg,68,0,1,3
images/00000700_01_0000.jpg,68,1,1,0
images/00000700_01_0001.jpg,68,1,1,1
images/00000700_01_0002.jpg,68,1,1,2
images/00000700_01_0003.jpg,68,1,1,3
images/00000038_00_0000.jpg,69,0,1,0
images/00000038_00_0001.jpg,69,0,1,1
images/00000038_00_0002.jpg,69,0,1,2
images/00000038_00_0003.jpg,69,0,1,3
images/00000038_01_0000.jpg,69,1,1,0
images/00000038_01_0001.jpg,69,1,1,1
images/00000038_01_0002.jpg,69,1,1,2
images/00000038_01_0003.jpg,69,1,1,3
images/00000882_00_0000.jpg,70,0,1,0
images/00000882_00_0001.jpg,70,0,1,1
images/00000882_00_0002.jpg,70,0,1,2
images/00000882_00_0003.jpg,70,0,1,3
images/00000882_01_0000.jpg,70,1,1,0
images/00000882_01_0001.jpg,70,1,1,1
images/00000882_01_0002.jpg,70,1,1,2
images/00000882_01_0003.jpg,70,1,1,3
images/00000420_00_0000.jpg,71,0,1,0
images/00000420_00_0001.jpg,71,0,1,1
images/00000420_00_0002.jpg,71,0,1,2
images/00000420_00_0003.jpg,71,0,1,3
images/00000420_01_0000.jpg,71,1,1,0
images/00000420_01_0001.jpg,71,1,1,1
images/00000420_01_0002.jpg,71,1,1,2
images/00000420_01_0003.jpg,71,1,1,3
images/00000691_00_0000.jpg,72,0,1,0
images/00000691_00_0001.jpg,72,0,1,1
images/00000691_00_0002.jpg,72,0,1,2
images/00000691_00_0003.jpg,72,0,1,3
images/00000691_01_0000.jpg,72,1,1,0
images/00000691_01_0001.jpg,72,1,1,1
images/00000691_01_0002.jpg,72,1,1,2
images/00000691_01_0003.jpg,72,1,1,3
images/00000338_00_0000.jpg,73,0,1,0
images/00000338_00_0001.jpg,73,0,1,1
images/00000338_00_0002.jpg,73,0,1,2
images/00000338_00_0003.jpg,73,0,1,3
images/00000338_01_0000.jpg,73,1,1,0
images/00000338_01_0001.jpg,73,1,1,1
images/00000338_01_0002.jpg,73,1,1,2
images/00000338_01_0003.jpg,73,1,1,3
images/00000307_00_0000.jpg,74,0,1,0
images/00000307_00_0001.jpg,74,0,1,1
images/00000307_00_0002.jpg,74,0,1,2
images/00000307_00_0003.jpg,74,0,1,3
images/00000307_01_0000.jpg,74,1,1,0
images/00000307_01_0001.jpg,74,1,1,1
images/00000307_01_0002.jpg,74,1,1,2
images/00000307_01_0003.jpg,74,1,1,3
images/00000805_00_0000.jpg,75,0,1,0
images/00000805_00_0001.jpg,75,0,1,1
images/00000805_00_0002.jpg,75,0,1,2
images/00000805_00_0003.jpg,75,0,1,3
images/00000805_01_0000.jpg,75,1,1,0
images/00000805_01_0001.jpg,75,1,1,1
images/00000805_01_0002.jpg,75,1,1,2
images/00000805_01_0003.jpg,75,1,1,3
images/00000584_00_0000.jpg,76,0,1,0
